mwe,type,distance,baseline
made_significant_changes,made_significant_changes,MWE_LVC,2.2009885049472913,3.9569124006696184
cultural_movements,cultural_movements,MWE_COMPOUND_NOUN,0.5065140652671948,4.749283091168919
presented_his_credentials,presented_his_credentials,MWE_LVC,1.8441695713665636,5.141460626398203
construction_phase,construction_phase,MWE_COMPOUND_NOUN,1.3553946300128794,3.626319201537698
resource_rights,resource_rights,MWE_COMPOUND_NOUN,0.4768159991784042,2.8272922783262078
horror_film,horror_film,MWE_COMPOUND_NOUN,1.4263034447129406,3.1455784572111694
data_collection,data_collection,MWE_COMPOUND_NOUN,2.2543376573702303,3.4063765626872486
low_powered,low_powered,MWE_COMPOUND_ADJ,1.594994007662019,3.958643218629711
military_guerrilla_groups,military_guerrilla_groups,MWE_COMPOUND_NOUN,1.5176215712960202,1.9655598029485137
cover_stories,cover_stories,MWE_COMPOUND_NOUN,2.1940148600967824,4.164840138225836
cerebral_cortical_activity,cerebral_cortical_activity,MWE_COMPOUND_NOUN,0.18765318468801842,4.420764505953016
sweet_natured,sweet_natured,MWE_COMPOUND_ADJ,0.09391210332273471,4.139530832568952
indirect_drive,indirect_drive,MWE_COMPOUND_NOUN,0.7621558475495678,3.044036259849248
control_arrangements,control_arrangements,MWE_COMPOUND_NOUN,1.7047364233874251,0.31336882076556377
light_intensity,light_intensity,MWE_COMPOUND_NOUN,1.3425675020832288,2.6279493817284614
takes_care,takes_care,MWE_LVC,1.4774435975115938,4.507623679825879
vacuum_chamber,vacuum_chamber,MWE_COMPOUND_NOUN,0.35202627744814735,4.750510496162491
staff_writer,staff_writer,MWE_COMPOUND_NOUN,1.5030943318237717,2.943716362210871
head_organizers,head_organizers,MWE_COMPOUND_NOUN,1.3872351056983814,4.189783610515106
time_displacement_field,time_displacement_field,MWE_COMPOUND_NOUN,2.1160885699044147,3.886971290133489
get_revenge,get_revenge,MWE_LVC,1.50954110889626,4.820510145601707
democratic_republic,democratic_republic,MWE_COMPOUND_NOUN,1.6211426634871622,3.9204424165327323
elk_antlers,elk_antlers,MWE_COMPOUND_NOUN,0.5916369403291176,3.6425283140107494
bacterial_growth,bacterial_growth,MWE_COMPOUND_NOUN,0.148063097428934,2.8294625052710987
teenage_parties_getting_out,teenage_parties_getting_out,MWE_COMPOUND_NOUN,1.7207905391359557,3.468852751503585
alpha_particles,alpha_particles,MWE_COMPOUND_NOUN,0.07328834528422648,4.5092200566204355
provincial_election,provincial_election,MWE_COMPOUND_NOUN,1.0349613128228514,0.6070026776662523
away_fans,away_fans,MWE_COMPOUND_NOUN,2.489261492628235,0.32239742601019633
given_instruction,given_instruction,MWE_LVC,1.4906592749826333,3.795367218432098
reach_some_firm_conclusions,reach_some_firm_conclusions,MWE_LVC,1.6670470008136395,4.4783039561766005
touch_and_go_approach,touch_and_go_approach,MWE_COMPOUND_NOUN,2.332938277476603,8.187530942438386
motion_picture_achieved_a_considerable_success,motion_picture_achieved_a_considerable_success,MWE_COMPOUND_NOUN,1.4574232113576344,4.720419309213747
health_department,health_department,MWE_COMPOUND_NOUN,1.8222301886190175,3.9767093113729097
energy_consumption,energy_consumption,MWE_COMPOUND_NOUN,0.8332734591118632,4.764698881713408
offer_visual_representations,offer_visual_representations,MWE_LVC,0.6832303784202904,3.9931463746811233
ordinary_looking,ordinary_looking,MWE_COMPOUND_ADJ,0.9644733824101885,5.161283348138425
make_a_concert,make_a_concert,MWE_LVC,2.746424039005489,5.085602684703259
planetary_force_fields,planetary_force_fields,MWE_COMPOUND_NOUN,0.3845466746518267,4.438509613584159
federal_agencies,federal_agencies,MWE_COMPOUND_NOUN,0.9796896957200274,0.6234616288080607
spatial_filter,spatial_filter,MWE_COMPOUND_NOUN,0.6979421915026345,4.670215155735119
press_secretary,press_secretary,MWE_COMPOUND_NOUN,1.4098418034117337,2.709853269489697
higher_education,higher_education,MWE_COMPOUND_NOUN,1.3424533870086515,2.448984699444854
atp_test,atp_test,MWE_COMPOUND_NOUN,0.28808728626884944,3.765253717158779
article_of_faith,article_of_faith,MWE_COMPOUND_NOUN,3.446413882296867,8.266599614490106
cultural_institutions,cultural_institutions,,0.5562539593081562,3.052244655232604
reservoir_side,reservoir_side,MWE_COMPOUND_NOUN,1.2371596114893586,4.115949491182198
associative_life,associative_life,MWE_COMPOUND_NOUN,1.8976859763146403,4.322785182828659
high_powered,high_powered,,1.6251382305421749,3.8698617933644606
makes_fun,makes_fun,MWE_LVC,1.486517320636729,3.578101457786518
public_service,public_service,MWE_COMPOUND_NOUN,2.135903332042207,2.9097533289672515
family_clans,family_clans,MWE_COMPOUND_NOUN,2.1294957295655697,4.88172666509351
renewal_process,renewal_process,MWE_COMPOUND_NOUN,1.3764445332309068,4.569695912256854
drug_usage,drug_usage,MWE_COMPOUND_NOUN,1.3086760869715812,5.306237843261552
random_chance,random_chance,MWE_COMPOUND_NOUN,0.9189481782392577,3.8886715967454735
government_officials_gave_two_reasons,government_officials_gave_two_reasons,MWE_COMPOUND_NOUN,2.4766701719958113,4.932409656733207
made_much_of_trade,made_much_of_trade,MWE_LVC,2.7431724572835487,8.21865281099208
grain_elevators,grain_elevators,MWE_COMPOUND_NOUN,0.11988546177706452,5.0338722954382735
gave_talks,gave_talks,MWE_LVC,1.5876522272997953,3.763701133639997
musical_film,musical_film,MWE_COMPOUND_NOUN,2.4734347280108286,3.383459246080555
two_beam_system,two_beam_system,MWE_COMPOUND_NOUN,2.2364108700273895,2.1925695586354834
shipping_business,shipping_business,MWE_COMPOUND_NOUN,0.9236922742842987,4.544961621462385
do_business,do_business,MWE_LVC,2.822891775182189,5.112791944430947
general_election,general_election,MWE_COMPOUND_NOUN,1.9889766910716926,2.6548712855765713
shield_fighting,shield_fighting,MWE_COMPOUND_NOUN,1.8242645946615714,4.238710009432116
millimetre_grid,millimetre_grid,MWE_COMPOUND_NOUN,0.28737952022195323,4.06588524469137
psychiatric_hospital,psychiatric_hospital,MWE_COMPOUND_NOUN,0.383145893157228,2.9876672253053886
broadcasting_interests,broadcasting_interests,MWE_COMPOUND_NOUN,0.6350274127756219,4.048076400400813
target_chamber,target_chamber,MWE_COMPOUND_NOUN,0.9983262005483229,4.076265328225825
olive_producer,olive_producer,MWE_COMPOUND_NOUN,0.19934979668662822,4.598410621005806
audio_cd,audio_cd,MWE_COMPOUND_NOUN,0.65298458197763,3.399850697215689
threshold_signal,threshold_signal,MWE_COMPOUND_NOUN,1.334014222643072,4.574030938486096
ersatz_bomb,ersatz_bomb,MWE_COMPOUND_NOUN,0.5696741268611382,3.8780896550894752
guerrilla_movement,guerrilla_movement,MWE_COMPOUND_NOUN,1.4894140042912016,2.361719606869749
police_departments,police_departments,MWE_COMPOUND_NOUN,1.1566186285375142,2.898627910104193
lawn_bowls_club,lawn_bowls_club,MWE_COMPOUND_NOUN,0.7033789638423943,1.816667610941529
posed_serious_threats,posed_serious_threats,MWE_LVC,0.57170671048391,5.097140872433977
inaugural_ball,inaugural_ball,MWE_COMPOUND_NOUN,0.2660885987011657,5.097894626591648
have_an_affair,have_an_affair,MWE_LVC,3.3162730603268087,4.058240490147547
congressional_candidates,congressional_candidates,MWE_COMPOUND_NOUN,0.5590006576751498,2.853794165929982
record_shelves,record_shelves,MWE_COMPOUND_NOUN,1.2358034630385204,6.648356606083791
back_child_support,back_child_support,MWE_COMPOUND_NOUN,3.02713759336994,2.5778652524879964
voice_teacher,voice_teacher,MWE_COMPOUND_NOUN,1.2000327881473696,0.5668007985209619
neutrophil_infiltration,neutrophil_infiltration,MWE_COMPOUND_NOUN,0.5454701463865826,1.731802033860395
aid_station,aid_station,MWE_COMPOUND_NOUN,1.4582918355193004,4.0096263613194685
tear_gas_canister,tear_gas_canister,MWE_COMPOUND_NOUN,0.42495444346227673,4.223328258387809
civil_rights_movement,civil_rights_movement,MWE_COMPOUND_NOUN,1.1948902752526414,3.7422463734055516
sale_authority,sale_authority,MWE_COMPOUND_NOUN,0.5325709665509376,4.479395475982781
declaration_of_independence,declaration_of_independence,MWE_COMPOUND_NOUN,1.7219930076182721,4.066380211705122
widely_respected,widely_respected,MWE_COMPOUND_ADJ,1.1286280218726847,3.554708225066018
social_development,social_development,MWE_COMPOUND_NOUN,1.6323475066406665,2.4030062198242437
take_a_turn,take_a_turn,MWE_LVC,3.101345544405095,5.216250542838122
replace_namely,replace_namely,,0.18357629230649583,2.537939124669464
slowdown_issues,slowdown_issues,MWE_COMPOUND_NOUN,0.8497373384036093,7.464535436526039
meningitis_outbreak,meningitis_outbreak,MWE_COMPOUND_NOUN,0.15618641946965173,4.538345034210928
gets_in_trouble,gets_in_trouble,MWE_LVC,1.909893601755315,3.588674976611006
health_and_safety_video,health_and_safety_video,MWE_COMPOUND_NOUN,2.1717794425911445,0.300600994484383
centre_city,centre_city,MWE_COMPOUND_NOUN,2.1267060070665043,4.5123333238695915
armor_rating,armor_rating,MWE_COMPOUND_NOUN,0.7830021187298921,3.3565335293784866
physical_form,physical_form,MWE_COMPOUND_NOUN,1.8177452014851396,4.492392004035601
space_pirates,space_pirates,MWE_COMPOUND_NOUN,1.3804309525035108,3.529921100329864
particle_accelerators,particle_accelerators,MWE_COMPOUND_NOUN,0.24979390871076096,2.381805249435394
silent_films,silent_films,MWE_COMPOUND_NOUN,0.604221816967287,3.63241435470721
date_settings,date_settings,MWE_COMPOUND_NOUN,0.6896440096658565,3.912295795993958
new_age_music,new_age_music,MWE_COMPOUND_NOUN,3.1283486495936894,5.056426814136243
maximum_security_prison_planet,maximum_security_prison_planet,MWE_COMPOUND_NOUN,0.7214869529131315,0.3503794210509516
senses_of_humor,senses_of_humor,MWE_COMPOUND_NOUN,1.8419728703895784,3.4747499300772713
brain_damage,brain_damage,MWE_COMPOUND_NOUN,0.28413380951058964,2.8842915984475286
cabinet_colleagues,cabinet_colleagues,MWE_COMPOUND_NOUN,0.45825246362212824,3.1099519516867136
roman_a_clef,roman_a_clef,MWE_OTHER,1.568270640676432,4.8220533463026936
one_sided,one_sided,MWE_COMPOUND_ADJ,1.8682866977446877,3.805216591155358
drug_quality_inspectors,drug_quality_inspectors,MWE_COMPOUND_NOUN,1.4036884550565738,5.192728877870188
rock_and_roll,rock_and_roll,MWE_COMPOUND_NOUN,1.7093800263270569,4.792994122808309
had_a_meeting,had_a_meeting,MWE_LVC,3.9259520274613076,4.031331767111585
fast_ignition_approach,fast_ignition_approach,MWE_COMPOUND_NOUN,1.6330268364425815,4.232434520633604
order_cut,order_cut,MWE_COMPOUND_NOUN,2.722935024113502,2.633392329137646
holds_more_than_events,holds_more_than_events,MWE_LVC,2.7392768492213757,4.740628656227252
made_a_serious_commitment,made_a_serious_commitment,MWE_LVC,2.1465138075526964,3.9070986426267766
television_cameras,television_cameras,MWE_COMPOUND_NOUN,0.7667164288087545,4.4900370985722375
hooper_ratings,hooper_ratings,MWE_COMPOUND_NOUN,0.32828713330863274,2.5235345538133616
twilight_sleep,twilight_sleep,MWE_COMPOUND_NOUN,0.19552878866550574,4.220161161849153
educational_system,educational_system,MWE_COMPOUND_NOUN,2.1074412723514975,2.5298846166552735
localization_purposes,localization_purposes,MWE_COMPOUND_NOUN,0.1426030707076464,2.3687247698096967
duck_meat,duck_meat,MWE_COMPOUND_NOUN,0.25437622536510757,3.4183249195402716
fbi_special_agent,fbi_special_agent,MWE_COMPOUND_NOUN,0.667952194700173,1.0321828803690747
trademark_sound,trademark_sound,MWE_COMPOUND_NOUN,1.1987649972499823,4.028633158994002
blood_pudding,blood_pudding,MWE_COMPOUND_NOUN,0.7383702053277545,3.7281628736777317
learned_man,learned_man,MWE_COMPOUND_NOUN,2.306885063116063,4.330218217033179
holtzman_field,holtzman_field,MWE_COMPOUND_NOUN,1.9172123396175373,3.6858485970496666
chess_pieces,chess_pieces,MWE_COMPOUND_NOUN,0.6707669672604264,3.185697832420708
city_garbage_workers,city_garbage_workers,MWE_COMPOUND_NOUN,1.9708931025926346,0.3803835737029136
wheat_gluten,wheat_gluten,MWE_COMPOUND_NOUN,0.24514412332289348,3.045455589654199
down_payment,down_payment,MWE_COMPOUND_NOUN,1.9877872506786283,4.207980528531471
animated_series,animated_series,MWE_COMPOUND_NOUN,1.140823718218003,3.15921904116492
a_m_phd,a_m_phd,MWE_OTHER,2.0647015950876932,5.183075970508922
had_no_intentions,had_no_intentions,MWE_LVC,3.247429885434121,4.6798130964700935
radio_show_host,radio_show_host,MWE_COMPOUND_NOUN,2.6905824656666413,3.0904153141411275
national_history,national_history,MWE_COMPOUND_NOUN,3.6990096531259558,5.130742225755159
tv_series,tv_series,MWE_COMPOUND_NOUN,2.72809028995115,5.093460184762712
coming_to_terms,coming_to_terms,MWE_IDIOM,2.6427531610067176,5.274690525004288
came_under_fire,came_under_fire,MWE_LVC,3.290577769578722,5.3146389667809055
stock_cars_races,stock_cars_races,MWE_COMPOUND_NOUN,1.0641047201880818,5.087438050630886
cultural_organization,cultural_organization,MWE_COMPOUND_NOUN,1.4104134575799927,4.081652796196291
writing_den,writing_den,MWE_COMPOUND_NOUN,0.6686200911962262,3.6734055636346503
taking_root,taking_root,MWE_LVC,0.9426944658127575,5.12859702437616
power_densities,power_densities,MWE_COMPOUND_NOUN,1.8150512439038051,4.722585185407775
personal_life,personal_life,MWE_COMPOUND_NOUN,3.1259809987673863,4.235000817062259
purpose_made_membrane_filters,purpose_made_membrane_filters,MWE_COMPOUND_ADJ,1.4554069830081464,4.403793078045107
legal_support,legal_support,MWE_COMPOUND_NOUN,2.556307285261741,2.022146539265887
sietch_communities,sietch_communities,MWE_COMPOUND_NOUN,0.22920338664655465,3.8938891579951265
election_day,election_day,MWE_COMPOUND_NOUN,2.8435209088126556,4.647697303309243
laser_power,laser_power,MWE_COMPOUND_NOUN,3.068310594050983,2.033784482672144
cheat_code,cheat_code,MWE_COMPOUND_NOUN,0.594677200915337,3.9893933314140626
presidential_nomination_process,presidential_nomination_process,MWE_COMPOUND_NOUN,1.4441545107515719,0.3753840321231046
newstalk_format,newstalk_format,MWE_COMPOUND_NOUN,0.884435966573754,3.265962053150189
period_recreations,period_recreations,MWE_COMPOUND_NOUN,1.4445341214600989,5.0841304529550575
human_rights,human_rights,MWE_COMPOUND_NOUN,2.4189145522978897,3.5893094152427154
audio_muting_control_voltage,audio_muting_control_voltage,MWE_COMPOUND_NOUN,0.9227053540342659,3.7339116367408867
us_representative,us_representative,MWE_COMPOUND_NOUN,1.6475760013937137,3.67642043224969
temperature_instability,temperature_instability,MWE_COMPOUND_NOUN,0.3289385483281793,4.706291224832351
make_better_use,make_better_use,MWE_LVC,3.221647789850112,4.0674280318371965
inner_voice,inner_voice,MWE_COMPOUND_NOUN,0.7891441668169702,1.964178555500747
computer_industries,computer_industries,MWE_COMPOUND_NOUN,0.24378240261809295,1.1996804341069331
liqueur_company,liqueur_company,MWE_COMPOUND_NOUN,1.468873870853876,3.240440534933329
top_and,top_and,,2.4618576257822564,2.6613491035380905
political_parties,political_parties,MWE_COMPOUND_NOUN,2.130065689956474,2.52264876380403
city_centre,city_centre,MWE_COMPOUND_NOUN,2.2408457569296796,0.8561388071516207
oligodendroglial_precursors,oligodendroglial_precursors,MWE_COMPOUND_NOUN,0.7554467217772539,2.8437691956918725
bodily_harm,bodily_harm,MWE_COMPOUND_NOUN,0.1793887040186756,8.198014886350293
seal_presence,seal_presence,MWE_COMPOUND_NOUN,1.3147368193245943,4.842947372142918
cardiac_surgery,cardiac_surgery,MWE_COMPOUND_NOUN,0.2597740388722476,3.9616734682589625
low_man_on_the_totem_pole,low_man_on_the_totem_pole,MWE_IDIOM,2.169014199074112,4.590183666081348
meets_local_and_international_standards,meets_local_and_international_standards,MWE_LVC,2.8513951798066715,5.110753702274351
heart_surgery,heart_surgery,MWE_COMPOUND_NOUN,0.5080027274501093,3.653907396533196
maiden_speech,maiden_speech,MWE_COMPOUND_NOUN,0.2759525302633589,4.9099123949318075
football_ground,football_ground,MWE_COMPOUND_NOUN,2.0480618870747658,1.9406486219267
piglet_model,piglet_model,MWE_COMPOUND_NOUN,0.7628379308050955,0.3415688692767536
rotten_boroughs,rotten_boroughs,MWE_COMPOUND_NOUN,0.42917691976910854,3.10565668465608
school_use,school_use,MWE_COMPOUND_NOUN,3.9269604313186357,4.618338779360279
temple_life,temple_life,MWE_COMPOUND_NOUN,2.422884652940066,5.245615632496246
generic_experiment,generic_experiment,MWE_COMPOUND_NOUN,0.22141162211873608,4.649309863265515
free_expression,free_expression,MWE_COMPOUND_NOUN,1.287904530135095,3.6127541960696683
public_bribery,public_bribery,MWE_COMPOUND_NOUN,1.1145994648411823,3.1327808164231654
atp_tests,atp_tests,MWE_COMPOUND_NOUN,0.2561548868526619,3.1223849218949606
committed_the_robbery,committed_the_robbery,MWE_LVC,1.863770747943683,4.12492346187805
farewell_wishes,farewell_wishes,MWE_COMPOUND_NOUN,0.12691184236508427,1.9077335323936095
business_center,business_center,MWE_COMPOUND_NOUN,1.7982880758369193,2.332705497231273
literary_work,literary_work,MWE_COMPOUND_NOUN,2.207954596029037,2.8808147223596317
widely_known,widely_known,MWE_COMPOUND_ADJ,2.563475335016215,4.634113474342099
battle_weary,battle_weary,MWE_COMPOUND_ADJ,0.8624660341625052,4.101739097511932
microbiological_analytical_procedure,microbiological_analytical_procedure,MWE_COMPOUND_NOUN,0.3304177285067428,0.33854599170570615
national_government,national_government,MWE_COMPOUND_NOUN,4.130239979666041,0.3475754149202731
fnart_jiz_powder,fnart_jiz_powder,MWE_COMPOUND_NOUN,0.2207750763922414,3.1808437531576432
culture_medium,culture_medium,MWE_COMPOUND_NOUN,1.3356955266412702,1.630406354661316
temperate_zone,temperate_zone,MWE_COMPOUND_NOUN,0.3822842190360464,3.6109357541875475
cation_exchange,cation_exchange,MWE_COMPOUND_NOUN,1.5859889844935087,2.75249101412466
hold_the,hold_the,MWE_LVC,2.0484905376705425,2.9400446344164566
government_allowances,government_allowances,MWE_COMPOUND_NOUN,1.70344419251549,4.1629897817607
nuclear_fusion,nuclear_fusion,MWE_COMPOUND_NOUN,0.21021989523116033,4.438310443198289
stone_masonry,stone_masonry,MWE_COMPOUND_NOUN,1.3648250125258734,6.525522151320612
cyborg_design,cyborg_design,MWE_COMPOUND_NOUN,0.8667868109591598,8.259847488875687
clerks_of_court,clerks_of_court,MWE_COMPOUND_NOUN,2.1579391406647686,2.989897381732356
constitutional_monarchy,constitutional_monarchy,MWE_COMPOUND_NOUN,0.7057580889878274,1.600862351618964
drug_store,drug_store,MWE_COMPOUND_NOUN,1.2595900712589991,4.851969663506873
patrol_boat,patrol_boat,MWE_COMPOUND_NOUN,0.5399485974400712,2.8848727372185774
organic_agriculture,organic_agriculture,MWE_COMPOUND_NOUN,0.9192220621191052,3.559819481818846
picture_cover_editions,picture_cover_editions,MWE_COMPOUND_NOUN,0.9332067067794311,4.586354280070718
food_safety,food_safety,MWE_COMPOUND_NOUN,0.747401140040775,1.9044566806624925
station_id,station_id,MWE_COMPOUND_NOUN,1.316260855156283,4.23566573570826
picture_cover,picture_cover,MWE_COMPOUND_NOUN,1.448385527803975,5.210599916770909
covenant_schools,covenant_schools,MWE_COMPOUND_NOUN,0.6670303670992047,3.0434618774280704
professional_degree,professional_degree,MWE_COMPOUND_NOUN,1.1103977532815663,3.11543926214587
second_generation_racer,second_generation_racer,MWE_COMPOUND_NOUN,1.9523334320647634,3.605431759569718
make_amends,make_amends,MWE_LVC,1.3778134991144486,3.3779648906899546
drug_manufacturers,drug_manufacturers,MWE_COMPOUND_NOUN,1.2665272975503725,4.547983852100841
attracted_notice,attracted_notice,MWE_LVC,0.32061461450743317,1.5036680817554116
rice_protein,rice_protein,MWE_COMPOUND_NOUN,0.41525954046415364,2.0241690599379294
report_card,report_card,MWE_COMPOUND_NOUN,0.9798700506676896,3.6745319476653067
take_his_food,take_his_food,MWE_LVC,3.165073698773643,4.847433674760285
fusion_fuel,fusion_fuel,MWE_COMPOUND_NOUN,0.656185449913742,3.9903608216359348
military_training,military_training,MWE_COMPOUND_NOUN,0.6826064043066837,3.025069929381303
fm_programmer,fm_programmer,MWE_COMPOUND_NOUN,0.9291270861317895,1.0696137133937653
electrical_grid,electrical_grid,MWE_COMPOUND_NOUN,0.2638413456189155,1.1241841293502592
school_health_nurse,school_health_nurse,MWE_COMPOUND_NOUN,2.131972256211917,3.5841732479902535
white_noise,white_noise,MWE_COMPOUND_NOUN,1.584177109845045,2.706476312885631
office_candy_machine,office_candy_machine,MWE_COMPOUND_NOUN,1.3866215171924168,4.372732712031688
body_temperatures,body_temperatures,MWE_COMPOUND_NOUN,1.7799627374194524,2.459838192055932
office_holders,office_holders,,1.3577197154718645,3.3655269672749624
sound_module,sound_module,MWE_COMPOUND_NOUN,0.7040824557789733,4.739866229364285
xenon_flash_lamps,xenon_flash_lamps,MWE_COMPOUND_NOUN,0.34670196252368946,4.890237922232722
human_consumption,human_consumption,MWE_COMPOUND_NOUN,1.7362088264741513,4.67296751487307
tobacco_processing_plant,tobacco_processing_plant,MWE_COMPOUND_NOUN,0.2741396579766517,5.234528996931625
tone_set,tone_set,MWE_COMPOUND_NOUN,2.830602357035911,5.330919958323515
desert_front,desert_front,MWE_COMPOUND_NOUN,2.217924082078217,5.009201965125782
ruling_monarch,ruling_monarch,MWE_COMPOUND_NOUN,0.29207446160012,0.29577068066662715
cult_status,cult_status,MWE_COMPOUND_NOUN,0.18368301947852994,3.8619048235729485
spirit_forms,spirit_forms,MWE_COMPOUND_NOUN,2.336320311946652,4.093429407341232
book_offers,book_offers,MWE_COMPOUND_NOUN,2.005960545040954,2.0289122805242217
football_games,football_games,MWE_COMPOUND_NOUN,2.0922601265370897,3.275871031592056
heavy_metal_band,heavy_metal_band,MWE_COMPOUND_NOUN,1.5496136622597616,3.304593932795526
carbon_dioxide,carbon_dioxide,MWE_COMPOUND_NOUN,0.46123784454877514,3.2711029175651136
take_control,take_control,MWE_LVC,2.9151999215302107,4.554096992065057
final_exams,final_exams,MWE_COMPOUND_NOUN,1.5247064695220027,2.5442929728492354
time_flows,time_flows,,2.4784343888931675,2.6873671004710165
a_well_plate,a_well_plate,,2.6872925334910347,2.2866378990701612
tv_side,tv_side,MWE_COMPOUND_NOUN,1.80054104280151,2.900115571057125
morning_news_program,morning_news_program,MWE_COMPOUND_NOUN,2.2528165375049216,3.700052242682933
go_into_effect,go_into_effect,MWE_LVC,3.5192661467142075,8.235571052068156
