mwe,type,distance,baseline
narcotics_officers,narcotics_officers,MWE_COMPOUND_NOUN,0.23560810568876867,4.964019762506089
laser_beamlines,laser_beamlines,MWE_COMPOUND_NOUN,2.2393105770237076,5.075215146260601
wharf_area,wharf_area,MWE_COMPOUND_NOUN,1.399107909334909,5.183176252676152
football_club,football_club,MWE_COMPOUND_NOUN,1.7894114049749015,5.187891850137686
enemy_territory,enemy_territory,MWE_COMPOUND_NOUN,0.7239727784582095,5.320714711613844
practical_accuracy,practical_accuracy,MWE_COMPOUND_NOUN,0.9857497083744181,4.558653640628337
nomadic_wandering,nomadic_wandering,MWE_COMPOUND_NOUN,0.1292151925123358,5.0848696675022085
alternative_energy,alternative_energy,MWE_COMPOUND_NOUN,0.9768682941767278,4.447842420761779
network_programs,network_programs,MWE_COMPOUND_NOUN,1.5881581028884528,5.211333906248763
motion_picture_news,motion_picture_news,MWE_COMPOUND_NOUN,1.067135782481259,4.0788014866850295
opposition_groups,opposition_groups,MWE_COMPOUND_NOUN,2.1534854335212605,4.015870540378886
value_added,value_added,MWE_COMPOUND_ADJ,1.9727975887760885,4.475528369648437
private_interests,private_interests,MWE_COMPOUND_NOUN,1.1221272408970604,5.20760508397315
made_one_appearance,made_one_appearance,MWE_LVC,3.030282246431547,4.254241164488679
prohibition_laws,prohibition_laws,MWE_COMPOUND_NOUN,1.1762351771821613,5.184427903211694
frying_oil,frying_oil,MWE_COMPOUND_NOUN,0.7732314328213771,4.732807189758103
put_into_storage,put_into_storage,MWE_LVC,2.3111985407580438,5.270897079100769
intoxication_tests,intoxication_tests,MWE_COMPOUND_NOUN,0.1286784290965273,5.009722251159241
fusion_yield,fusion_yield,MWE_COMPOUND_NOUN,0.17224917977816323,4.7956955189225665
stop_sarah,stop_sarah,,1.3759751266418299,4.693734552972931
holtzman_effect,holtzman_effect,MWE_COMPOUND_NOUN,1.659660317179844,3.9835248701417685
social_class_system,social_class_system,MWE_COMPOUND_NOUN,2.136804078559249,5.210855859659238
made_significant_changes,made_significant_changes,MWE_LVC,2.2009885049472913,4.774868873280082
cultural_movements,cultural_movements,MWE_COMPOUND_NOUN,0.5065140652671948,4.788340193997811
presented_his_credentials,presented_his_credentials,MWE_LVC,1.8441695713665636,5.182994456585884
construction_phase,construction_phase,MWE_COMPOUND_NOUN,1.3553946300128794,4.2218080244349085
resource_rights,resource_rights,MWE_COMPOUND_NOUN,0.4768159991784042,3.818076921799115
horror_film,horror_film,MWE_COMPOUND_NOUN,1.4263034447129406,4.231880703121368
data_collection,data_collection,MWE_COMPOUND_NOUN,2.2543376573702303,4.47210801302596
low_powered,low_powered,MWE_COMPOUND_ADJ,1.594994007662019,4.801794411476194
military_guerrilla_groups,military_guerrilla_groups,MWE_COMPOUND_NOUN,1.5176215712960202,4.955561147330643
cover_stories,cover_stories,MWE_COMPOUND_NOUN,2.1940148600967824,8.196156911464605
cerebral_cortical_activity,cerebral_cortical_activity,MWE_COMPOUND_NOUN,0.18765318468801842,4.821563558712982
sweet_natured,sweet_natured,MWE_COMPOUND_ADJ,0.09391210332273471,4.342328204648862
indirect_drive,indirect_drive,MWE_COMPOUND_NOUN,0.7621558475495678,4.002946472575295
control_arrangements,control_arrangements,MWE_COMPOUND_NOUN,1.7047364233874251,5.173404592660814
light_intensity,light_intensity,MWE_COMPOUND_NOUN,1.3425675020832288,4.5352840419280245
takes_care,takes_care,MWE_LVC,1.4774435975115938,4.997705318489977
vacuum_chamber,vacuum_chamber,MWE_COMPOUND_NOUN,0.35202627744814735,5.299812576904489
staff_writer,staff_writer,MWE_COMPOUND_NOUN,1.5030943318237717,4.465717733782555
head_organizers,head_organizers,MWE_COMPOUND_NOUN,1.3872351056983814,5.210974790983162
time_displacement_field,time_displacement_field,MWE_COMPOUND_NOUN,2.1160885699044147,5.022475623284498
get_revenge,get_revenge,MWE_LVC,1.50954110889626,5.03403051298331
democratic_republic,democratic_republic,MWE_COMPOUND_NOUN,1.6211426634871622,5.162414925300465
elk_antlers,elk_antlers,MWE_COMPOUND_NOUN,0.5916369403291176,4.14575584844151
bacterial_growth,bacterial_growth,MWE_COMPOUND_NOUN,0.148063097428934,4.831497692478182
teenage_parties_getting_out,teenage_parties_getting_out,MWE_COMPOUND_NOUN,1.7207905391359557,4.358512345115246
alpha_particles,alpha_particles,MWE_COMPOUND_NOUN,0.07328834528422648,4.9621109015662865
provincial_election,provincial_election,MWE_COMPOUND_NOUN,1.0349613128228514,3.9382150436291568
away_fans,away_fans,MWE_COMPOUND_NOUN,2.489261492628235,8.393906867608612
given_instruction,given_instruction,MWE_LVC,1.4906592749826333,5.213159750817062
reach_some_firm_conclusions,reach_some_firm_conclusions,MWE_LVC,1.6670470008136395,5.136767641351904
touch_and_go_approach,touch_and_go_approach,MWE_COMPOUND_NOUN,2.332938277476603,8.187530942438386
motion_picture_achieved_a_considerable_success,motion_picture_achieved_a_considerable_success,MWE_COMPOUND_NOUN,1.4574232113576344,5.001961071623309
health_department,health_department,MWE_COMPOUND_NOUN,1.8222301886190175,5.111409386683872
energy_consumption,energy_consumption,MWE_COMPOUND_NOUN,0.8332734591118632,5.109519370559426
offer_visual_representations,offer_visual_representations,MWE_LVC,0.6832303784202904,4.9915876982515295
ordinary_looking,ordinary_looking,MWE_COMPOUND_ADJ,0.9644733824101885,5.161283348138425
make_a_concert,make_a_concert,MWE_LVC,2.746424039005489,4.3758915861554435
planetary_force_fields,planetary_force_fields,MWE_COMPOUND_NOUN,0.3845466746518267,4.983751575276902
federal_agencies,federal_agencies,MWE_COMPOUND_NOUN,0.9796896957200274,4.306257254960854
spatial_filter,spatial_filter,MWE_COMPOUND_NOUN,0.6979421915026345,4.923629158175401
press_secretary,press_secretary,MWE_COMPOUND_NOUN,1.4098418034117337,4.563490479616124
higher_education,higher_education,MWE_COMPOUND_NOUN,1.3424533870086515,4.446108952584721
atp_test,atp_test,MWE_COMPOUND_NOUN,0.28808728626884944,4.889638790636994
article_of_faith,article_of_faith,MWE_COMPOUND_NOUN,3.446413882296867,8.266599614490106
cultural_institutions,cultural_institutions,,0.5562539593081562,4.349932325144381
reservoir_side,reservoir_side,MWE_COMPOUND_NOUN,1.2371596114893586,5.063406582938308
associative_life,associative_life,MWE_COMPOUND_NOUN,1.8976859763146403,5.269465347794594
high_powered,high_powered,,1.6251382305421749,4.321450362357179
public_service,public_service,MWE_COMPOUND_NOUN,2.135903332042207,4.477737682163282
makes_fun,makes_fun,MWE_LVC,1.486517320636729,4.499508996689415
family_clans,family_clans,MWE_COMPOUND_NOUN,2.1294957295655697,5.048082862472148
renewal_process,renewal_process,MWE_COMPOUND_NOUN,1.3764445332309068,5.19356996178255
drug_usage,drug_usage,MWE_COMPOUND_NOUN,1.3086760869715812,5.371296127325229
random_chance,random_chance,MWE_COMPOUND_NOUN,0.9189481782392577,4.748860588557006
government_officials_gave_two_reasons,government_officials_gave_two_reasons,MWE_COMPOUND_NOUN,2.4766701719958113,8.072284631703283
made_much_of_trade,made_much_of_trade,MWE_LVC,2.7431724572835487,8.21865281099208
grain_elevators,grain_elevators,MWE_COMPOUND_NOUN,0.11988546177706452,5.187343952490621
gave_talks,gave_talks,MWE_LVC,1.5876522272997953,4.157935361792917
musical_film,musical_film,MWE_COMPOUND_NOUN,2.4734347280108286,4.365000910401051
two_beam_system,two_beam_system,MWE_COMPOUND_NOUN,2.2364108700273895,4.183424608722857
shipping_business,shipping_business,MWE_COMPOUND_NOUN,0.9236922742842987,5.1673392403330745
do_business,do_business,MWE_LVC,2.822891775182189,5.112791944430947
general_election,general_election,MWE_COMPOUND_NOUN,1.9889766910716926,4.07109175622228
shield_fighting,shield_fighting,MWE_COMPOUND_NOUN,1.8242645946615714,5.188335128783703
millimetre_grid,millimetre_grid,MWE_COMPOUND_NOUN,0.28737952022195323,5.166110380086357
psychiatric_hospital,psychiatric_hospital,MWE_COMPOUND_NOUN,0.383145893157228,4.597463379980095
broadcasting_interests,broadcasting_interests,MWE_COMPOUND_NOUN,0.6350274127756219,5.1128734980236885
target_chamber,target_chamber,MWE_COMPOUND_NOUN,0.9983262005483229,4.646540827691176
olive_producer,olive_producer,MWE_COMPOUND_NOUN,0.19934979668662822,5.214791347903769
audio_cd,audio_cd,MWE_COMPOUND_NOUN,0.65298458197763,5.143427433755434
threshold_signal,threshold_signal,MWE_COMPOUND_NOUN,1.334014222643072,4.701505992251631
ersatz_bomb,ersatz_bomb,MWE_COMPOUND_NOUN,0.5696741268611382,4.574075858724142
guerrilla_movement,guerrilla_movement,MWE_COMPOUND_NOUN,1.4894140042912016,4.352750940446053
police_departments,police_departments,MWE_COMPOUND_NOUN,1.1566186285375142,4.836396964358489
lawn_bowls_club,lawn_bowls_club,MWE_COMPOUND_NOUN,0.7033789638423943,5.153771019286266
posed_serious_threats,posed_serious_threats,MWE_LVC,0.57170671048391,5.098932835984605
inaugural_ball,inaugural_ball,MWE_COMPOUND_NOUN,0.2660885987011657,5.2780518013545485
have_an_affair,have_an_affair,MWE_LVC,3.3162730603268087,4.8108476539329335
congressional_candidates,congressional_candidates,MWE_COMPOUND_NOUN,0.5590006576751498,4.836596854335598
record_shelves,record_shelves,MWE_COMPOUND_NOUN,1.2358034630385204,8.244051004701452
back_child_support,back_child_support,MWE_COMPOUND_NOUN,3.02713759336994,4.911431887841365
neutrophil_infiltration,neutrophil_infiltration,MWE_COMPOUND_NOUN,0.5454701463865826,4.1940044938371255
voice_teacher,voice_teacher,MWE_COMPOUND_NOUN,1.2000327881473696,4.429647359824143
aid_station,aid_station,MWE_COMPOUND_NOUN,1.4582918355193004,5.100030418442619
tear_gas_canister,tear_gas_canister,MWE_COMPOUND_NOUN,0.42495444346227673,5.258340484660535
civil_rights_movement,civil_rights_movement,MWE_COMPOUND_NOUN,1.1948902752526414,4.62921107717233
sale_authority,sale_authority,MWE_COMPOUND_NOUN,0.5325709665509376,5.018645779611367
declaration_of_independence,declaration_of_independence,MWE_COMPOUND_NOUN,1.7219930076182721,4.778046468284606
widely_respected,widely_respected,MWE_COMPOUND_ADJ,1.1286280218726847,4.761878274412945
social_development,social_development,MWE_COMPOUND_NOUN,1.6323475066406665,4.10621288620147
take_a_turn,take_a_turn,MWE_LVC,3.101345544405095,8.356001707436997
replace_namely,replace_namely,,0.18357629230649583,3.7503675020359
slowdown_issues,slowdown_issues,MWE_COMPOUND_NOUN,0.8497373384036093,5.05336435136029
meningitis_outbreak,meningitis_outbreak,MWE_COMPOUND_NOUN,0.15618641946965173,5.23961450664369
gets_in_trouble,gets_in_trouble,MWE_LVC,1.909893601755315,4.045267086298383
health_and_safety_video,health_and_safety_video,MWE_COMPOUND_NOUN,2.1717794425911445,5.340845154922861
centre_city,centre_city,MWE_COMPOUND_NOUN,2.1267060070665043,4.921017341831869
armor_rating,armor_rating,MWE_COMPOUND_NOUN,0.7830021187298921,3.7521946997120232
physical_form,physical_form,MWE_COMPOUND_NOUN,1.8177452014851396,5.01698641640547
space_pirates,space_pirates,MWE_COMPOUND_NOUN,1.3804309525035108,4.594884095040918
particle_accelerators,particle_accelerators,MWE_COMPOUND_NOUN,0.24979390871076096,5.181948260891458
silent_films,silent_films,MWE_COMPOUND_NOUN,0.604221816967287,4.145057952658805
date_settings,date_settings,MWE_COMPOUND_NOUN,0.6896440096658565,5.10166794641919
new_age_music,new_age_music,MWE_COMPOUND_NOUN,3.1283486495936894,5.072353198361191
maximum_security_prison_planet,maximum_security_prison_planet,MWE_COMPOUND_NOUN,0.7214869529131315,8.368583633011564
brain_damage,brain_damage,MWE_COMPOUND_NOUN,0.28413380951058964,3.2962190085907515
senses_of_humor,senses_of_humor,MWE_COMPOUND_NOUN,1.8419728703895784,4.903837343729501
cabinet_colleagues,cabinet_colleagues,MWE_COMPOUND_NOUN,0.45825246362212824,4.742237474767792
roman_a_clef,roman_a_clef,MWE_OTHER,1.568270640676432,5.055440617118256
one_sided,one_sided,MWE_COMPOUND_ADJ,1.8682866977446877,4.194886642629095
drug_quality_inspectors,drug_quality_inspectors,MWE_COMPOUND_NOUN,1.4036884550565738,5.189546510426417
rock_and_roll,rock_and_roll,MWE_COMPOUND_NOUN,1.7093800263270569,4.807484329216996
had_a_meeting,had_a_meeting,MWE_LVC,3.9259520274613076,4.282186345718504
fast_ignition_approach,fast_ignition_approach,MWE_COMPOUND_NOUN,1.6330268364425815,5.154522966109569
order_cut,order_cut,MWE_COMPOUND_NOUN,2.722935024113502,4.941982600588352
holds_more_than_events,holds_more_than_events,MWE_LVC,2.7392768492213757,5.218034267834104
made_a_serious_commitment,made_a_serious_commitment,MWE_LVC,2.1465138075526964,4.40970026410424
television_cameras,television_cameras,MWE_COMPOUND_NOUN,0.7667164288087545,4.685555382650278
hooper_ratings,hooper_ratings,MWE_COMPOUND_NOUN,0.32828713330863274,5.068181307146776
twilight_sleep,twilight_sleep,MWE_COMPOUND_NOUN,0.19552878866550574,5.135981304007153
educational_system,educational_system,MWE_COMPOUND_NOUN,2.1074412723514975,4.822144502568437
localization_purposes,localization_purposes,MWE_COMPOUND_NOUN,0.1426030707076464,4.725424104846041
duck_meat,duck_meat,MWE_COMPOUND_NOUN,0.25437622536510757,4.755229924704166
fbi_special_agent,fbi_special_agent,MWE_COMPOUND_NOUN,0.667952194700173,3.4793981372908447
trademark_sound,trademark_sound,MWE_COMPOUND_NOUN,1.1987649972499823,5.265519154759766
blood_pudding,blood_pudding,MWE_COMPOUND_NOUN,0.7383702053277545,3.8414039984117783
holtzman_field,holtzman_field,MWE_COMPOUND_NOUN,1.9172123396175373,3.6858485970496666
learned_man,learned_man,MWE_COMPOUND_NOUN,2.306885063116063,4.373811160479498
chess_pieces,chess_pieces,MWE_COMPOUND_NOUN,0.6707669672604264,4.572514892561314
city_garbage_workers,city_garbage_workers,MWE_COMPOUND_NOUN,1.9708931025926346,5.2393149637140555
wheat_gluten,wheat_gluten,MWE_COMPOUND_NOUN,0.24514412332289348,3.8128773564990253
down_payment,down_payment,MWE_COMPOUND_NOUN,1.9877872506786283,5.133086283252798
animated_series,animated_series,MWE_COMPOUND_NOUN,1.140823718218003,3.9873515222497
a_m_phd,a_m_phd,MWE_OTHER,2.0647015950876932,5.183075970508922
had_no_intentions,had_no_intentions,MWE_LVC,3.247429885434121,4.982462032512841
radio_show_host,radio_show_host,MWE_COMPOUND_NOUN,2.6905824656666413,4.555595926613223
national_history,national_history,MWE_COMPOUND_NOUN,3.6990096531259558,5.130742225755159
tv_series,tv_series,MWE_COMPOUND_NOUN,2.72809028995115,5.03960668205367
coming_to_terms,coming_to_terms,MWE_IDIOM,2.6427531610067176,5.23747982615227
came_under_fire,came_under_fire,MWE_LVC,3.290577769578722,5.3146389667809055
stock_cars_races,stock_cars_races,MWE_COMPOUND_NOUN,1.0641047201880818,5.087438050630886
cultural_organization,cultural_organization,MWE_COMPOUND_NOUN,1.4104134575799927,5.169575086933548
writing_den,writing_den,MWE_COMPOUND_NOUN,0.6686200911962262,4.887130972892276
taking_root,taking_root,MWE_LVC,0.9426944658127575,5.182244995833079
power_densities,power_densities,MWE_COMPOUND_NOUN,1.8150512439038051,8.196237965497769
personal_life,personal_life,MWE_COMPOUND_NOUN,3.1259809987673863,5.135518908055738
purpose_made_membrane_filters,purpose_made_membrane_filters,MWE_COMPOUND_ADJ,1.4554069830081464,5.280926430740158
legal_support,legal_support,MWE_COMPOUND_NOUN,2.556307285261741,4.861817860886605
sietch_communities,sietch_communities,MWE_COMPOUND_NOUN,0.22920338664655465,5.026837066770814
election_day,election_day,MWE_COMPOUND_NOUN,2.8435209088126556,5.161065007231356
laser_power,laser_power,MWE_COMPOUND_NOUN,3.068310594050983,4.945559101194526
cheat_code,cheat_code,MWE_COMPOUND_NOUN,0.594677200915337,4.3679404379708515
presidential_nomination_process,presidential_nomination_process,MWE_COMPOUND_NOUN,1.4441545107515719,8.354322477430111
newstalk_format,newstalk_format,MWE_COMPOUND_NOUN,0.884435966573754,4.7902233674892445
period_recreations,period_recreations,MWE_COMPOUND_NOUN,1.4445341214600989,5.227475667677853
human_rights,human_rights,MWE_COMPOUND_NOUN,2.4189145522978897,4.194430458440453
audio_muting_control_voltage,audio_muting_control_voltage,MWE_COMPOUND_NOUN,0.9227053540342659,4.501020207860768
us_representative,us_representative,MWE_COMPOUND_NOUN,1.6475760013937137,4.886120858466356
temperature_instability,temperature_instability,MWE_COMPOUND_NOUN,0.3289385483281793,5.07765566343928
make_better_use,make_better_use,MWE_LVC,3.221647789850112,4.991259958609351
computer_industries,computer_industries,MWE_COMPOUND_NOUN,0.24378240261809295,5.17950004624066
inner_voice,inner_voice,MWE_COMPOUND_NOUN,0.7891441668169702,4.802225699307667
liqueur_company,liqueur_company,MWE_COMPOUND_NOUN,1.468873870853876,4.772564289565727
top_and,top_and,,2.4618576257822564,4.898458794712271
political_parties,political_parties,MWE_COMPOUND_NOUN,2.130065689956474,4.51317707051075
city_centre,city_centre,MWE_COMPOUND_NOUN,2.2408457569296796,4.920600250477274
oligodendroglial_precursors,oligodendroglial_precursors,MWE_COMPOUND_NOUN,0.7554467217772539,3.9855988032611873
bodily_harm,bodily_harm,MWE_COMPOUND_NOUN,0.1793887040186756,5.060862453116862
seal_presence,seal_presence,MWE_COMPOUND_NOUN,1.3147368193245943,4.98345944963767
cardiac_surgery,cardiac_surgery,MWE_COMPOUND_NOUN,0.2597740388722476,4.4830070347026005
low_man_on_the_totem_pole,low_man_on_the_totem_pole,MWE_IDIOM,2.169014199074112,5.073681597654015
meets_local_and_international_standards,meets_local_and_international_standards,MWE_LVC,2.8513951798066715,5.24740032381855
heart_surgery,heart_surgery,MWE_COMPOUND_NOUN,0.5080027274501093,4.88212630279154
maiden_speech,maiden_speech,MWE_COMPOUND_NOUN,0.2759525302633589,8.383313382836704
football_ground,football_ground,MWE_COMPOUND_NOUN,2.0480618870747658,4.770397280241763
piglet_model,piglet_model,MWE_COMPOUND_NOUN,0.7628379308050955,5.1708633105919555
rotten_boroughs,rotten_boroughs,MWE_COMPOUND_NOUN,0.42917691976910854,4.09625405779915
school_use,school_use,MWE_COMPOUND_NOUN,3.9269604313186357,5.082764262608487
temple_life,temple_life,MWE_COMPOUND_NOUN,2.422884652940066,5.245615632496246
generic_experiment,generic_experiment,MWE_COMPOUND_NOUN,0.22141162211873608,5.134740148660691
free_expression,free_expression,MWE_COMPOUND_NOUN,1.287904530135095,4.120744841466649
atp_tests,atp_tests,MWE_COMPOUND_NOUN,0.2561548868526619,4.42088092232521
public_bribery,public_bribery,MWE_COMPOUND_NOUN,1.1145994648411823,3.972198590953378
committed_the_robbery,committed_the_robbery,MWE_LVC,1.863770747943683,5.193521047789255
farewell_wishes,farewell_wishes,MWE_COMPOUND_NOUN,0.12691184236508427,4.898952676829303
business_center,business_center,MWE_COMPOUND_NOUN,1.7982880758369193,4.293202487721956
literary_work,literary_work,MWE_COMPOUND_NOUN,2.207954596029037,3.9624933293188014
widely_known,widely_known,MWE_COMPOUND_ADJ,2.563475335016215,5.273383419249163
battle_weary,battle_weary,MWE_COMPOUND_ADJ,0.8624660341625052,4.973149870647173
microbiological_analytical_procedure,microbiological_analytical_procedure,MWE_COMPOUND_NOUN,0.3304177285067428,5.3142592758973475
national_government,national_government,MWE_COMPOUND_NOUN,4.130239979666041,8.368450072983407
fnart_jiz_powder,fnart_jiz_powder,MWE_COMPOUND_NOUN,0.2207750763922414,4.905083985492196
culture_medium,culture_medium,MWE_COMPOUND_NOUN,1.3356955266412702,4.8168218039531006
temperate_zone,temperate_zone,MWE_COMPOUND_NOUN,0.3822842190360464,4.608786603498474
cation_exchange,cation_exchange,MWE_COMPOUND_NOUN,1.5859889844935087,2.956468377904286
hold_the,hold_the,MWE_LVC,2.0484905376705425,3.821810966202541
government_allowances,government_allowances,MWE_COMPOUND_NOUN,1.70344419251549,5.072035460663795
nuclear_fusion,nuclear_fusion,MWE_COMPOUND_NOUN,0.21021989523116033,4.838276586653661
stone_masonry,stone_masonry,MWE_COMPOUND_NOUN,1.3648250125258734,8.125351175129543
cyborg_design,cyborg_design,MWE_COMPOUND_NOUN,0.8667868109591598,8.259847488875687
clerks_of_court,clerks_of_court,MWE_COMPOUND_NOUN,2.1579391406647686,4.290969115310665
constitutional_monarchy,constitutional_monarchy,MWE_COMPOUND_NOUN,0.7057580889878274,2.972074773759738
drug_store,drug_store,MWE_COMPOUND_NOUN,1.2595900712589991,5.045537519892009
patrol_boat,patrol_boat,MWE_COMPOUND_NOUN,0.5399485974400712,3.291786348763844
organic_agriculture,organic_agriculture,MWE_COMPOUND_NOUN,0.9192220621191052,4.976973624922078
picture_cover_editions,picture_cover_editions,MWE_COMPOUND_NOUN,0.9332067067794311,5.094099092777741
food_safety,food_safety,MWE_COMPOUND_NOUN,0.747401140040775,4.549571206846202
station_id,station_id,MWE_COMPOUND_NOUN,1.316260855156283,5.175292690590166
picture_cover,picture_cover,MWE_COMPOUND_NOUN,1.448385527803975,5.21127900714527
covenant_schools,covenant_schools,MWE_COMPOUND_NOUN,0.6670303670992047,4.720405738541975
professional_degree,professional_degree,MWE_COMPOUND_NOUN,1.1103977532815663,4.095446182947592
second_generation_racer,second_generation_racer,MWE_COMPOUND_NOUN,1.9523334320647634,4.493298266760288
make_amends,make_amends,MWE_LVC,1.3778134991144486,4.243299370651451
drug_manufacturers,drug_manufacturers,MWE_COMPOUND_NOUN,1.2665272975503725,5.014576487509887
attracted_notice,attracted_notice,MWE_LVC,0.32061461450743317,4.174837041474553
rice_protein,rice_protein,MWE_COMPOUND_NOUN,0.41525954046415364,3.837462153985366
report_card,report_card,MWE_COMPOUND_NOUN,0.9798700506676896,4.703283211661933
take_his_food,take_his_food,MWE_LVC,3.165073698773643,5.114746728278146
fusion_fuel,fusion_fuel,MWE_COMPOUND_NOUN,0.656185449913742,4.717379487923141
military_training,military_training,MWE_COMPOUND_NOUN,0.6826064043066837,4.419038694158493
fm_programmer,fm_programmer,MWE_COMPOUND_NOUN,0.9291270861317895,4.467038549278146
electrical_grid,electrical_grid,MWE_COMPOUND_NOUN,0.2638413456189155,5.134476450233948
white_noise,white_noise,MWE_COMPOUND_NOUN,1.584177109845045,4.156580216561327
school_health_nurse,school_health_nurse,MWE_COMPOUND_NOUN,2.131972256211917,4.273618232544175
office_candy_machine,office_candy_machine,MWE_COMPOUND_NOUN,1.3866215171924168,4.413973946803377
body_temperatures,body_temperatures,MWE_COMPOUND_NOUN,1.7799627374194524,4.953654400374133
office_holders,office_holders,,1.3577197154718645,4.3621481332831875
sound_module,sound_module,MWE_COMPOUND_NOUN,0.7040824557789733,4.268408911297978
xenon_flash_lamps,xenon_flash_lamps,MWE_COMPOUND_NOUN,0.34670196252368946,5.271259910935717
human_consumption,human_consumption,MWE_COMPOUND_NOUN,1.7362088264741513,4.9661875066617265
tobacco_processing_plant,tobacco_processing_plant,MWE_COMPOUND_NOUN,0.2741396579766517,5.173799000759499
tone_set,tone_set,MWE_COMPOUND_NOUN,2.830602357035911,5.221287894927556
desert_front,desert_front,MWE_COMPOUND_NOUN,2.217924082078217,5.022963243234715
ruling_monarch,ruling_monarch,MWE_COMPOUND_NOUN,0.29207446160012,5.28135446164277
cult_status,cult_status,MWE_COMPOUND_NOUN,0.18368301947852994,4.48331944467021
spirit_forms,spirit_forms,MWE_COMPOUND_NOUN,2.336320311946652,4.871944049532383
book_offers,book_offers,MWE_COMPOUND_NOUN,2.005960545040954,5.017799145983426
football_games,football_games,MWE_COMPOUND_NOUN,2.0922601265370897,4.303073489645395
heavy_metal_band,heavy_metal_band,MWE_COMPOUND_NOUN,1.5496136622597616,4.310999238286757
carbon_dioxide,carbon_dioxide,MWE_COMPOUND_NOUN,0.46123784454877514,4.689584703201019
take_control,take_control,MWE_LVC,2.9151999215302107,5.077429875572286
final_exams,final_exams,MWE_COMPOUND_NOUN,1.5247064695220027,4.452835019844323
time_flows,time_flows,,2.4784343888931675,4.700059464608186
a_well_plate,a_well_plate,,2.6872925334910347,4.7691211502510615
tv_side,tv_side,MWE_COMPOUND_NOUN,1.80054104280151,4.636786107829
morning_news_program,morning_news_program,MWE_COMPOUND_NOUN,2.2528165375049216,3.962765818258505
go_into_effect,go_into_effect,MWE_LVC,3.5192661467142075,8.235571052068156
met_with_less_success,met_with_less_success,MWE_LVC,2.985746319440595,5.162252621596217
nuclear_war,nuclear_war,MWE_COMPOUND_NOUN,1.6384794506910973,4.796440851167979
